Domain	GOA file	TaxID	Proteome file	Scientific Name
Bacteria	4112289.A_sp_OV413.goa	1855285	UP000199151_1855285.fasta	Rhodoferax sp. OV413
Bacteria	4112290.G_ruber.goa	504800	UP000199152_504800.fasta	Geodermatophilus ruber
Bacteria	4112291.S_flavus.goa	287099	UP000199153_287099.fasta	Salegentibacter flavus
Bacteria	4112293.S_indicus.goa	417292	UP000199155_417292.fasta	Streptomyces indicus
Bacteria	4112296.H_saccharovorans.goa	474960	UP000199158_474960.fasta	Hydrogenoanaerobacterium saccharovorans
Bacteria	4112297.B_salsus.goa	930152	UP000199159_930152.fasta	Litchfieldia salsa
Bacteria	4112301.A_persepolensis.goa	568899	UP000199163_568899.fasta	Alteribacillus persepolensis
Bacteria	4112302.P_sp_GM95.goa	1881043	UP000199164_1881043.fasta	Pseudoxanthomonas sp. GM95
Bacteria	4112305.L_koreensis.goa	364200	UP000199167_364200.fasta	Cognatiyoonia koreensis
Bacteria	4112307.C_Accumulibacter_aalborgensis.goa	1860102	UP000199169_1860102.fasta	Candidatus Accumulibacter aalborgensis
Archaea	4112308.H_clavatus.goa	660517	UP000199170_660517.fasta	Halobellus clavatus
Bacteria	4112315.P_sp_GP183.goa	1882751	UP000199177_1882751.fasta	Paenibacillus sp. GP183
Bacteria	4112318.P_homiensis.goa	364199	UP000199180_364199.fasta	Paracoccus homiensis
Bacteria	4112320.A_elongatum.goa	258515	UP000199182_258515.fasta	Acetanaerobacterium elongatum
Bacteria	4112321.M_humi_DSM_21799.goa	640635	UP000199183_640635.fasta	Microbacterium humi
Bacteria	4112328.P_sp_D1.goa	72304	UP000199190_72304.fasta	Peptostreptococcus sp. D1
Bacteria	4112329.S_sp_OV641.goa	1881068	UP000199191_1881068.fasta	Sphingomonas sp. OV641
Bacteria	4112340.N_jiangxiensis.goa	633440	UP000199202_633440.fasta	Nonomuraea jiangxiensis
Bacteria	4112342.R_bacterium_YAD3003.goa	1520816	UP000199204_1520816.fasta	Ruminococcaceae bacterium YAD3003
Bacteria	4112344.S_sp_S6-262.goa	1166340	UP000199206_1166340.fasta	Sphingomonas gellani
Bacteria	4112345.S_aidingensis.goa	910347	UP000199207_910347.fasta	Streptomyces aidingensis
Bacteria	4112346.A_hydrogenoformans_DSM_2784.goa	1120920	UP000199208_1120920.fasta	Acidaminobacter hydrogenoformans DSM 2784
Bacteria	4112351.A_mzabensis.goa	995066	UP000199213_995066.fasta	Actinopolyspora mzabensis
Bacteria	4112352.S_sp_JS21-1.goa	1855283	UP000199214_1855283.fasta	Sphingomonas palmae
Archaea	4112353.H_malekzadehii.goa	1267564	UP000199215_1267564.fasta	Halopenitus malekzadehii
Bacteria	4112358.H_album.goa	648782	UP000199220_648782.fasta	Ruania alba
Bacteria	4112364.P_ruber.goa	990371	UP000199226_990371.fasta	Daejeonella rubra
Bacteria	4112365.H_thermophila.goa	223786	UP000199227_223786.fasta	Hydrogenimonas thermophila
Bacteria	4112366.E_oxidoreducens.goa	1732	UP000199228_1732.fasta	Eubacterium oxidoreducens
Bacteria	4112367.M_gossipiicola.goa	582675	UP000199229_582675.fasta	Methylobacterium gossipiicola
Bacteria	4112368.T_californiensis.goa	159292	UP000199230_159292.fasta	Tindallia californiensis
Bacteria	4112371.S_aquatica.goa	489703	UP000199233_489703.fasta	Solimonas aquatica
Bacteria	4112374.C_marisflavi.goa	655353	UP000199236_655353.fasta	Cohaesibacter marisflavi
Bacteria	4112377.S_marinus_DSM_23422.goa	394264	UP000199239_394264.fasta	Sulfitobacter marinus
Bacteria	4112384.M_sp_PDC51.goa	1881035	UP000199246_1881035.fasta	Mitsuaria sp. PDC51
Bacteria	4112390.L_bacterium_RM5.goa	1200721	UP000199252_1200721.fasta	Lachnospiraceae bacterium RM5
Bacteria	4112391.R_sp_NFR07.goa	1566262	UP000199253_1566262.fasta	Rhizobium sp. NFR07
Bacteria	4112396.A_subterraneus.goa	335973	UP000199258_335973.fasta	Arthrobacter subterraneus
Bacteria	4112399.B_sp_28-YEA-48.goa	1882748	UP000199261_1882748.fasta	Beijerinckia sp. 28-YEA-48
Bacteria	4112401.C_uliginosum.goa	119641	UP000199263_119641.fasta	Clostridium uliginosum
Bacteria	4112413.S_sp_PAN_FS17.goa	1855351	UP000199275_1855351.fasta	Streptomyces sp. PAN_FS17
Bacteria	4112415.L_bacterium_R-53105.goa	1855370	UP000199277_1855370.fasta	Leuconostocaceae bacterium R-53105
Bacteria	4112416.L_bacterium_YSD2013.goa	1520828	UP000199278_1520828.fasta	Lachnospiraceae bacterium YSD2013
Bacteria	4112421.J_helgolandensis.goa	188906	UP000199283_188906.fasta	Jannaschia helgolandensis
Bacteria	4112424.C_salinaria.goa	321339	UP000199286_321339.fasta	Citreimonas salinaria
Bacteria	4112431.R_bacterium_YRB3002.goa	1520819	UP000199293_1520819.fasta	Ruminococcaceae bacterium YRB3002
Bacteria	4112434.P_sediminis.goa	470826	UP000199296_470826.fasta	Psychroflexus sediminis
Bacteria	4112435.C_chukchiensis.goa	641665	UP000199297_641665.fasta	Colwellia chukchiensis
Bacteria	4112438.A_marinus.goa	872970	UP000199300_872970.fasta	Amphibacillus marinus
Bacteria	4112440.P_sedimentorum.goa	871652	UP000199302_871652.fasta	Poseidonocella sedimentorum
Bacteria	4112442.N_sp_CF614.goa	1884364	UP000199304_1884364.fasta	Novosphingobium sp. CF614
Bacteria	4112444.P_hirudinis.goa	1079859	UP000199306_1079859.fasta	Pseudarcicella hirudinis
Bacteria	4112446.T_agarivorans_Thalassomonas_agarivorans.goa	349064	UP000199308_349064.fasta	Thalassotalea agarivorans
Bacteria	4112447.M_paucivorans.goa	349095	UP000199309_349095.fasta	Megasphaera paucivorans
Bacteria	4112453.A_acetethylicum.goa	1619234	UP000199315_1619234.fasta	Anaerobium acetethylicum
Bacteria	4112456.S_haloalkalitolerans.goa	1464123	UP000199318_1464123.fasta	Salisediminibacterium haloalkalitolerans
Bacteria	4112459.U_litoralis.goa	227084	UP000199321_227084.fasta	Ulvibacter litoralis
Bacteria	4112460.G_petraea.goa	28234	UP000199322_28234.fasta	Geotoga petraea
Bacteria	4112461.S_alni.goa	380248	UP000199323_380248.fasta	Streptomyces alni
Bacteria	4112462.E_bacterium_CHKCI004.goa	1780380	UP000199324_1780380.fasta	Eubacteriaceae bacterium CHKCI004
Bacteria	4112464.S_sp_136MFCol51.goa	1172182	UP000199326_1172182.fasta	Streptomyces sp. 136MFCol5.1
Bacteria	4112465.S_sp_NFR15.goa	1566282	UP000199327_1566282.fasta	Sphingomonas sp. NFR15
Bacteria	4112466.A_xiamenense.goa	990712	UP000199328_990712.fasta	Meinhardsimonia xiamenensis
Bacteria	4112472.T_multivorans.goa	237069	UP000199334_237069.fasta	Tenuibacillus multivorans
Bacteria	4112475.D_arcticum.goa	1121424	UP000199337_1121424.fasta	Desulfallas arcticus DSM 17038
Bacteria	4112478.L_saemankumensis.goa	490829	UP000199340_490829.fasta	Lutimaribacter saemankumensis
Bacteria	4112479.S_guanduensis.goa	310781	UP000199341_310781.fasta	Streptomyces guanduensis
Bacteria	4112482.P_isoporae.goa	591205	UP000199344_591205.fasta	Paracoccus isoporae
Bacteria	4112485.A_marina_DSM_2698.goa	1120955	UP000199347_1120955.fasta	Afifella marina DSM 2698
Bacteria	4112492.F_caeni.goa	490189	UP000199354_490189.fasta	Flavobacterium caeni
Bacteria	4112493.D_legallii.goa	571438	UP000199355_571438.fasta	Desulfovibrio legallii
Bacteria	4112494.T_alkanivorans.goa	441119	UP000199356_441119.fasta	Tranquillimonas alkanivorans
Bacteria	4112499.N_wenchangensis.goa	568860	UP000199361_568860.fasta	Nonomuraea wenchangensis
Bacteria	4112502.R_bacterium_FB2012.goa	1520817	UP000199364_1520817.fasta	Ruminococcaceae bacterium FB2012
Bacteria	4112504.T_sp_MAR_2009_124.goa	1250059	UP000199366_1250059.fasta	Tenacibaculum sp. MAR_2009_124
Bacteria	4112507.V_sp_PDC80.goa	1882827	UP000199369_1882827.fasta	Variovorax sp. PDC80
Archaea	4112508.H_iranensis.goa	996166	UP000199370_996166.fasta	Haloarchaeobius iranensis
Bacteria	4112511.P_aff_ruminicola_Tc2-24.goa	81582	UP000199373_81582.fasta	Prevotella aff. ruminicola Tc2-24
Bacteria	4112514.F_durionis.goa	283737	UP000199376_283737.fasta	Fructobacillus durionis
Bacteria	4112515.A_pacifica.goa	1114924	UP000199377_1114924.fasta	Albimonas pacifica
Bacteria	4112517.C_marinus.goa	1227549	UP000199379_1227549.fasta	Cribrihabitans marinus
Bacteria	4112520.P_lutimaris.goa	571298	UP000199382_571298.fasta	Aliiruegeria lutimaris
Bacteria	4112525.M_thermohalophilus.goa	1236220	UP000199387_1236220.fasta	Melghirimyces thermohalophilus
Bacteria	4112529.M_namucuonensis.goa	1035707	UP000199391_1035707.fasta	Massilia namucuonensis
Bacteria	4112532.E_aggregans.goa	81409	UP000199394_81409.fasta	Eubacterium aggregans
Bacteria	4112535.T_caldifontis.goa	525918	UP000199397_525918.fasta	Thiothrix caldifontis
Bacteria	4112538.N_exedens.goa	54	UP000199400_54.fasta	Nannocystis exedens
Bacteria	4112542.C_sp_KH9.goa	1855324	UP000199404_1855324.fasta	Cellulomonas sp. KH9
Bacteria	4112547.D_kysingii.goa	37625	UP000199409_37625.fasta	Desulfuromusa kysingii
Bacteria	4112550.R_trueperi.goa	69960	UP000199412_69960.fasta	Rhodospira trueperi
Bacteria	4112551.M_rhizosphaerae.goa	568872	UP000199413_568872.fasta	Micromonospora rhizosphaerae
Bacteria	4112553.L_halophila.goa	1082479	UP000199415_1082479.fasta	Limimonas halophila
Bacteria	4112555.R_tukisamuensis.goa	168276	UP000199417_168276.fasta	Rhodococcus tukisamuensis
Bacteria	4112556.B_sp_ob235.goa	1761780	UP000199418_1761780.fasta	Butyrivibrio sp. ob235
Bacteria	4112558.F_terrea.goa	529704	UP000199420_529704.fasta	Frateuria terrea
Bacteria	4112560.M_sp_cf046.goa	1761803	UP000199422_1761803.fasta	Microbacterium sp. cf046
Bacteria	4112561.H_facile.goa	51670	UP000199423_51670.fasta	Hyphomicrobium facile
Bacteria	4112563.L_bacterium_XBD2001.goa	1520820	UP000199425_1520820.fasta	Lachnospiraceae bacterium XBD2001
Bacteria	4112565.P_halophilus.goa	571933	UP000199427_571933.fasta	Piscibacillus halophilus
Bacteria	4112570.O_sp_GAS368.goa	1882749	UP000199432_1882749.fasta	Opitutus sp. GAS368
Bacteria	4112575.F_pacificus.goa	1267423	UP000199437_1267423.fasta	Roseivirga pacifica
Bacteria	4112577.A_pectinivorans.goa	870482	UP000199439_870482.fasta	Algibacter pectinivorans
Bacteria	4112578.K_aquimaris.goa	192904	UP000199440_192904.fasta	Kriegella aquimaris
Bacteria	4112580.F_bacterium_MAR_2010_188.goa	1250295	UP000199442_1250295.fasta	Flavobacteriaceae bacterium MAR_2010_188
Bacteria	4112582.V_salinus.goa	553311	UP000199444_553311.fasta	Virgibacillus salinus
Bacteria	4112583.M_persicus.goa	930118	UP000199445_930118.fasta	Marinobacter persicus
Bacteria	4112586.S_catena.goa	390640	UP000199448_390640.fasta	Salinimicrobium catena
Bacteria	4112587.L_bacterium_NK3A20.goa	877406	UP000199449_877406.fasta	Lachnospiraceae bacterium NK3A20
Archaea	4112589.H_gelatinilyticum.goa	660521	UP000199451_660521.fasta	Halogranum gelatinilyticum
Bacteria	4112590.b_A7P-90m.goa	1640674	UP000199452_1640674.fasta	Williamwhitmania taraxaci
Bacteria	4112596.F_sp_Hel1_31_208.goa	1798225	UP000199458_1798225.fasta	Formosa sp. Hel1_31_208
Bacteria	4112604.S_sp_ES058.goa	1881061	UP000199466_1881061.fasta	Stappia sp. ES.058
Bacteria	4112608.R_rubra.goa	758825	UP000199470_758825.fasta	Rugamonas rubra
Bacteria	4112611.R_stagni_DSM_19981.goa	1123062	UP000199473_1123062.fasta	Roseomonas stagni DSM 19981
Bacteria	4112613.T_oleiagri.goa	686624	UP000199475_686624.fasta	Tessaracoccus oleiagri
Bacteria	4112614.H_silvermanii.goa	321763	UP000199476_321763.fasta	Halarsenatibacter silvermanii
Bacteria	4112616.L_tamlensis.goa	390270	UP000199478_390270.fasta	Yoonia tamlensis
Bacteria	4112621.O_sp_KHPX15.goa	1855342	UP000199483_1855342.fasta	Oribacterium sp. KHPX15
Bacteria	4112622.R_bacterium_GAS113.goa	1884352	UP000199484_1884352.fasta	Rhizobiales bacterium GAS113
Bacteria	4112626.M_luteus.goa	1122204	UP000199488_1122204.fasta	Marinococcus luteus
Bacteria	4112632.P_marina.goa	530584	UP000199494_530584.fasta	Prauserella marina
Bacteria	4112633.P_luteolum.goa	440168	UP000199495_440168.fasta	Pelagibacterium luteolum
Bacteria	4112634.E_magna.goa	867345	UP000199496_867345.fasta	Ectothiorhodospira magna
Bacteria	4112638.M_sp_DSM_44400.goa	1550230	UP000199500_1550230.fasta	Modestobacter sp. DSM 44400
Bacteria	4112639.A_iranicum.goa	1271860	UP000199501_1271860.fasta	Actinokineospora iranica
Bacteria	4112640.P_tibetensis.goa	336292	UP000199502_336292.fasta	Paracoccus tibetensis
Bacteria	4112649.B_sp_M55.goa	1855323	UP000199511_1855323.fasta	Butyrivibrio sp. M55
Bacteria	4112650.P_russellii.goa	215200	UP000199512_215200.fasta	Peptostreptococcus russellii
Bacteria	4112651.T_ruber.goa	1003	UP000199513_1003.fasta	Thermoflexibacter ruber
Bacteria	4112652.F_flexilis_DSM_6793.goa	927664	UP000199514_927664.fasta	Flexibacter flexilis DSM 6793
Bacteria	4112653.A_xylanica.goa	589385	UP000199515_589385.fasta	Amycolatopsis xylanica
Bacteria	4112654.A_iranensis.goa	930128	UP000199516_930128.fasta	Alteribacillus iranensis
Bacteria	4112656.P_piriforme.goa	1576369	UP000199518_1576369.fasta	Planctomicrobium piriforme
Bacteria	4112659.E_bacterium_CHKCI005.goa	1780381	UP000199521_1780381.fasta	Eubacteriaceae bacterium CHKCI005
Bacteria	4112669.B_denitrificans_DSM_15123.goa	1121117	UP000199531_1121117.fasta	Brachymonas denitrificans DSM 15123
Bacteria	4112670.D_koreensis.goa	408657	UP000199532_408657.fasta	Dyadobacter koreensis
Bacteria	4112671.N_aestuarii.goa	52441	UP000199533_52441.fasta	Nitrosomonas aestuarii
Bacteria	4112672.R_myxolifaciens.goa	400055	UP000199534_400055.fasta	Robiginitalea myxolifaciens
Bacteria	4112675.C_thermophila.goa	1393122	UP000199537_1393122.fasta	Thermoflavifilum thermophilum
Bacteria	4112678.R_bacterium_P7.goa	1200751	UP000199540_1200751.fasta	Ruminococcaceae bacterium P7
Bacteria	4112681.L_bacterium_XPB1003.goa	1520825	UP000199543_1520825.fasta	Lachnospiraceae bacterium XPB1003
Bacteria	4112683.T_dichotomicum.goa	46223	UP000199545_46223.fasta	Thermoflavimicrobium dichotomicum
Bacteria	4112686.P_megapolitana.goa	420953	UP000199548_420953.fasta	Paraburkholderia megapolitana
Bacteria	4112688.L_salsilacus.goa	195913	UP000199550_195913.fasta	Loktanella salsilacus
Bacteria	4112689.B_sp_INlla14.goa	1520808	UP000199551_1520808.fasta	Butyrivibrio sp. INlla14
Bacteria	4112690.G_sp_Hel1_33_143.goa	1336796	UP000199552_1336796.fasta	Gillisia sp. Hel1_33_143
Bacteria	4112692.L_bacterium_XBB1006.goa	1520827	UP000199554_1520827.fasta	Lachnospiraceae bacterium XBB1006
Bacteria	4112694.E_mobilis.goa	195064	UP000199556_195064.fasta	Ectothiorhodospira mobilis
Bacteria	4112699.N_nitrosa.goa	52442	UP000199561_52442.fasta	Nitrosomonas nitrosa
Bacteria	4112706.N_peptidivorans.goa	426128	UP000199568_426128.fasta	Natronincola peptidivorans
Bacteria	4112707.M_guangxiensis.goa	549386	UP000199569_549386.fasta	Microvirga guangxiensis
Bacteria	4112710.P_rhizosphaerae.goa	390241	UP000199572_390241.fasta	Pedobacter rhizosphaerae
Bacteria	4112715.P_composti.goa	623281	UP000199577_623281.fasta	Parapedobacter composti
Bacteria	4112716.B_sp_cl95.goa	1761761	UP000199578_1761761.fasta	Bacillus sp. cl95
Bacteria	4112718.F_noncentrifugens.goa	1128970	UP000199580_1128970.fasta	Flavobacterium noncentrifugens
Bacteria	4112720.R_azorensis.goa	1287727	UP000199582_1287727.fasta	Roseovarius azorensis
Bacteria	4112722.D_geothermicum.goa	1121426	UP000199584_1121426.fasta	Desulfoscipio geothermicus DSM 3669
Bacteria	4112723.L_fryxellensis.goa	245187	UP000199585_245187.fasta	Loktanella fryxellensis
Bacteria	4112724.S_rubra.goa	634430	UP000199586_634430.fasta	Sphingomonas rubra
Bacteria	4112728.L_bacterium_KHCPX20.goa	1855375	UP000199590_1855375.fasta	Lachnospiraceae bacterium KHCPX20
Bacteria	4112733.L_oricola.goa	762486	UP000199595_762486.fasta	Lutibacter oricola
Bacteria	4112738.C_Propionivibrio_aalborgensis.goa	1860101	UP000199600_1860101.fasta	Candidatus Propionivibrio aalborgensis
Bacteria	4112740.D_submarinus.goa	206665	UP000199602_206665.fasta	Desulfonauticus submarinus
Bacteria	4112741.A_voraii.goa	265719	UP000199603_265719.fasta	Aquimonas voraii
Bacteria	4112749.T_norvegica.goa	39841	UP000199611_39841.fasta	Thermodesulforhabdus norvegica
Bacteria	4112752.P_ammonioxydans.goa	260086	UP000199614_260086.fasta	Pseudonocardia ammonioxydans
Bacteria	4112763.P_sp_tc2-28.goa	1761888	UP000199625_1761888.fasta	Prevotella sp. tc2-28
Bacteria	4112764.I_indica.goa	1159017	UP000199626_1159017.fasta	Pseudidiomarina indica
Bacteria	4112768.C_neptunius.goa	588602	UP000199630_588602.fasta	Celeribacter neptunius
Bacteria	4112772.F_marinum.goa	1159016	UP000199634_1159016.fasta	Myroides aquimaris
Bacteria	4112778.R_sp_24-YEA-8.goa	1884310	UP000199640_1884310.fasta	Rhodobacter sp. 24-YEA-8
Bacteria	4112783.A_philippinensis.goa	35752	UP000199645_35752.fasta	Actinoplanes philippinensis
Bacteria	4112784.N_sp_Nm58.goa	200126	UP000199646_200126.fasta	Nitrosomonas sp. Nm58
Bacteria	4112785.b_A52C2.goa	1855383	UP000199647_1855383.fasta	Chelativorans sp. A52C2
Bacteria	4112786.T_denitrificans.goa	415747	UP000199648_415747.fasta	Thiohalomonas denitrificans
Bacteria	4112788.A_sediminilitoris.goa	1173584	UP000199650_1173584.fasta	Aliiroseovarius sediminilitoris
Bacteria	4112789.A_album.goa	504798	UP000199651_504798.fasta	Actinokineospora alba
Bacteria	4112795.A_asiatica.goa	406100	UP000199657_406100.fasta	Aquisalimonas asiatica
Bacteria	4112797.[_populeti.goa	37658	UP000199659_37658.fasta	[Clostridium] populeti
Bacteria	4112800.P_arboris.goa	84035	UP000199662_84035.fasta	Propionispira arboris
Bacteria	4112804.P_insulae.goa	414048	UP000199666_414048.fasta	Pedobacter insulae
Bacteria	4112805.B_sp_OK403.goa	1855286	UP000199667_1855286.fasta	Bosea sp. OK403
Bacteria	4112806.S_qingdaonense.goa	266892	UP000199668_266892.fasta	Salibacterium qingdaonense
Bacteria	4112813.M_mobilis.goa	488533	UP000199675_488533.fasta	Marinobacter mobilis
Bacteria	4112815.H_arcis.goa	416873	UP000199677_416873.fasta	Halomonas arcis
Bacteria	4112817.M_mallensis.goa	652787	UP000199679_652787.fasta	Mucilaginibacter mallensis
Bacteria	4112818.L_bacterium_NE2001.goa	1520823	UP000199680_1520823.fasta	Lachnospiraceae bacterium NE2001
Bacteria	4112825.G_ureilyticus.goa	531814	UP000199687_531814.fasta	Gracilibacillus ureilyticus
Bacteria	4112826.V_sp_OV329.goa	1882825	UP000199688_1882825.fasta	Variovorax sp. OV329
Bacteria	4112827.A_histaminiformans.goa	209880	UP000199689_209880.fasta	Allisonella histaminiformans
Bacteria	4112833.L_thermophila.goa	1173111	UP000199695_1173111.fasta	Lihuaxuella thermophila
Bacteria	4112837.M_nigra.goa	145857	UP000199699_145857.fasta	Micromonospora nigra
Bacteria	4112839.[_fimetarium.goa	99656	UP000199701_99656.fasta	[Clostridium] fimetarium
Bacteria	4112846.F_miroungae.goa	120956	UP000199708_120956.fasta	Facklamia miroungae
Bacteria	4112867.V_filiformis.goa	63	UP000199729_63.fasta	Vitreoscilla filiformis
Bacteria	4112881.L_sp_An131.goa	1965555	UP000199743_1965555.fasta	Lachnoclostridium sp. An131
Bacteria	4112896.H_daqingensis.goa	490188	UP000199758_490188.fasta	Hydrocarboniphaga daqingensis
Bacteria	4112897.M_salignorans.goa	144026	UP000199759_144026.fasta	Maricaulis salignorans
Bacteria	4112904.G_anulus.goa	180197	UP000199766_180197.fasta	Giesbergeria anulus
Bacteria	4112905.S_sp_R1AF57.goa	2020377	UP000199767_2020377.fasta	Sinomonas sp. R1AF57
Bacteria	4112906.P_sp_YR620.goa	1881066	UP000199768_1881066.fasta	Phyllobacterium sp. YR620
Bacteria	4112909.F_thermophila.goa	1076937	UP000199771_1076937.fasta	Fontimonas thermophila
Bacteria	4112918.L_sp_An196.goa	1965583	UP000199780_1965583.fasta	Lachnoclostridium sp. An196
Bacteria	4112924.L_sp_An118.goa	1965547	UP000199786_1965547.fasta	Lachnoclostridium sp. An118
Bacteria	4112938.[_polysaccharolyticum.goa	29364	UP000199800_29364.fasta	[Clostridium] polysaccharolyticum
Bacteria	4112940.L_sp_An76.goa	1965654	UP000199802_1965654.fasta	Lachnoclostridium sp. An76
Bacteria	4112958.[_aminophilum.goa	1526	UP000199820_1526.fasta	[Clostridium] aminophilum
Viruses	4114187.D_larvae_associated_circular_virus-7.goa	1454028	UP000201049_1454028.fasta	Dragonfly larvae associated circular virus-7
Viruses	4114193.S_virus_X.goa	253700	UP000201055_253700.fasta	Schlumbergera virus X
Viruses	4114194.W_House_Fly_Virus_1.goa	1608104	UP000201056_1608104.fasta	Wuhan House Fly Virus 1
Viruses	4114196.T_oleracea_nudivirus.goa	1546257	UP000201058_1546257.fasta	Tipula oleracea nudivirus
Viruses	4114198.S_tombus-like_virus_2_SHWC01c3797.goa	1923456	UP000201060_1923456.fasta	Shahe tombus-like virus 2
Viruses	4114199.B_tombus-like_virus_19.goa	1922722	UP000201061_1922722.fasta	Beihai tombus-like virus 19
Viruses	4114208.B_weivirus-like_virus_11.goa	1922740	UP000201070_1922740.fasta	Beihai weivirus-like virus 11
Viruses	4114210.L_Sarah-associated_circular_virus-2.goa	1685746	UP000201072_1685746.fasta	Lake Sarah-associated circular virus-2
Viruses	4114211.L_phage_28201.goa	1871678	UP000201073_1871678.fasta	Lactococcus phage 28201
Viruses	4114212.H_mosquito_virus_3.goa	1922927	UP000201074_1922927.fasta	Hubei mosquito virus 3
Viruses	4114220.G_geminivirus_A.goa	1906317	UP000201082_1906317.fasta	Grapevine geminivirus A
Viruses	4114225.W_virus_KH1.goa	1888308	UP000201087_1888308.fasta	Wabat virus
Viruses	4114226.H_picorna-like_virus_24.goa	1923104	UP000201088_1923104.fasta	Hubei picorna-like virus 24
Viruses	4114227.C_tombus-like_virus_8.goa	1922822	UP000201089_1922822.fasta	Changjiang tombus-like virus 8
Viruses	4114228.A_shriveling_syndrome-associated_virus.goa	491893	UP000201090_491893.fasta	Abalone shriveling syndrome-associated virus
Viruses	4114232.B_rhabdo-like_virus_5.goa	1922655	UP000201094_1922655.fasta	Beihai rhabdo-like virus 5
Viruses	4114233.P_phage_phi2.goa	1450169	UP000201095_1450169.fasta	Pseudomonas phage phi2
Viruses	4114234.W_picorna-like_virus_2_WLJQ104117.goa	1923530	UP000201096_1923530.fasta	Wenling picorna-like virus 2
Viruses	4114235.W_hepe-like_virus_1_WLJQ103981.goa	1923493	UP000201097_1923493.fasta	Wenling hepe-like virus 1
Viruses	4114241.G_panda_circovirus_4.goa	2016459	UP000201103_2016459.fasta	Giant panda circovirus 4
Viruses	4114242.B_virus_E.goa	1043184	UP000201104_1043184.fasta	Blackberry virus E
Viruses	4114243.D_larvae_associated_circular_virus-9.goa	1454030	UP000201105_1454030.fasta	Dragonfly larvae associated circular virus-9
Viruses	4114248.A_pseudo-chlorotic_leaf_spot_virus.goa	307677	UP000201110_307677.fasta	Apricot pseudo-chlorotic leaf spot virus
Viruses	4114256.Y_necrotic_mottle_virus.goa	1561150	UP000201118_1561150.fasta	Yacon necrotic mottle virus
Viruses	4114257.C_tombus-like_virus_9.goa	1922823	UP000201119_1922823.fasta	Changjiang tombus-like virus 9
Viruses	4114259.H_tombus-like_virus_9.goa	1923296	UP000201121_1923296.fasta	Hubei tombus-like virus 9
Viruses	4114260.S_qinvirus-like_virus_1.goa	1923453	UP000201122_1923453.fasta	Shahe qinvirus-like virus 1
Viruses	4114261.B_raspberry_virus_F.goa	463392	UP000201123_463392.fasta	Black raspberry virus F
Viruses	4114262.C_satellite_virus.goa	1958957	UP000201124_1958957.fasta	Cassava satellite virus
Viruses	4114263.C_tombus-like_virus_6.goa	1922820	UP000201125_1922820.fasta	Changjiang tombus-like virus 6
Viruses	4114264.L_Sarah-associated_circular_virus-18.goa	1685744	UP000201126_1685744.fasta	Lake Sarah-associated circular virus-18
Viruses	4114265.S_phage_SJ46.goa	1815968	UP000201127_1815968.fasta	Salmonella phage SJ46
Viruses	4114266.W_insect_virus_35.goa	1923738	UP000201128_1923738.fasta	Wuhan insect virus 35
Viruses	4114268.S_virus_HB29.goa	992212	UP000201130_992212.fasta	SFTS phlebovirus (isolate SFTSV/Human/China/HB29/2010)
Viruses	4114271.H_orthoptera_virus_3.goa	1923011	UP000201133_1923011.fasta	Hubei orthoptera virus 3
Viruses	4114274.R_polyomavirus_2.goa	1978920	UP000201136_1978920.fasta	Raccoon-associated polyomavirus 2
Viruses	4114279.E_carlavirus_B.goa	1569053	UP000201141_1569053.fasta	Elderberry carlavirus B
Viruses	4114280.C_nipponicus_virus.goa	1765754	UP000201142_1765754.fasta	Camponotus nipponicus virus
Viruses	4114281.S_potato_leaf_curl_Canary_virus_1.goa	652718	UP000201143_652718.fasta	Sweet potato leaf curl Canary virus
Viruses	4114284.W_sobemo-like_virus_2_mosZJ15137.goa	1923658	UP000201146_1923658.fasta	Wenzhou sobemo-like virus 2
Viruses	4114285.M_RNA_virus_PAL_E4.goa	1804157	UP000201147_1804157.fasta	Marine RNA virus PAL_E4
Viruses	4114287.G_phage_Eyre.goa	1887646	UP000201149_1887646.fasta	Gordonia phage Eyre
Viruses	4114289.B_picorna-like_virus_17.goa	1922559	UP000201151_1922559.fasta	Beihai picorna-like virus 17
Viruses	4114291.T_terrestris_virus_1.goa	1770613	UP000201153_1770613.fasta	Thelephora terrestris virus 1
Viruses	4114298.B_circular_DNA_virus_2.goa	1590155	UP000201160_1590155.fasta	Bromus-associated circular DNA virus 2
Viruses	4114304.H_zhaovirus-like_virus_2.goa	1923345	UP000201166_1923345.fasta	Hubei zhaovirus-like virus 2
Viruses	4114305.H_latent_virus_1_2.goa	264076	UP000201167_264076.fasta	Horseradish latent virus
Viruses	4114306.C_leaf_curl_Gezira_virus.goa	222459	UP000201168_222459.fasta	Cotton leaf curl Gezira virus
Bacteria	4114307.C_avium_LMG_24591.goa	522484	UP000201169_522484.fasta	Campylobacter avium LMG 24591
Viruses	4114312.C_tombus-like_virus_18.goa	1922811	UP000201174_1922811.fasta	Changjiang tombus-like virus 18
Viruses	4114315.M_mosaic_virus_1_2_3_4.goa	194445	UP000201177_194445.fasta	Mirabilis mosaic virus
Viruses	4114318.H_rhabdo-like_virus_7.goa	1923191	UP000201180_1923191.fasta	Hubei rhabdo-like virus 7
Viruses	4114320.B_circular_DNA_virus_4.goa	1590172	UP000201182_1590172.fasta	Bromus-associated circular DNA virus 4
Viruses	4114322.S_picorna-like_virus_12_SXXX24153.goa	1923369	UP000201184_1923369.fasta	Sanxia picorna-like virus 12
