UniProt File Name	Taxon ID	Domain	Scientific Name	Common Name (when available)	Synonym (when available)	Organism Code
UP000235672_2082293	2082293	Eukaryota	Hyaloscypha hepaticicola	N/A	N/A	None
UP000235728_176275	176275	Eukaryota	Beauveria bassiana	White muscardine disease fungus	Tritirachium shiotae	BEABA
UP000235786_1149755	1149755	Eukaryota	Hyaloscypha variabilis F	N/A	N/A	None
UP000235786_1149755_additional	1149755	Eukaryota	Hyaloscypha variabilis F	N/A	N/A	None
UP000235965_105785	105785	Eukaryota	Cryptotermes secundus	N/A	N/A	None
UP000235965_105785_additional	105785	Eukaryota	Cryptotermes secundus	N/A	N/A	None
UP000236161_1088818	1088818	Eukaryota	Apostasia shenzhenica	N/A	N/A	None
UP000236291_57577	57577	Eukaryota	Trifolium pratense	Red clover	N/A	TRIPR
UP000236291_57577_additional	57577	Eukaryota	Trifolium pratense	Red clover	N/A	TRIPR
UP000236319_189622	189622	Eukaryota	Babesia ovata	N/A	N/A	None
UP000236333_47790	47790	Eukaryota	Tetrabaena socialis	N/A	N/A	None
UP000236621_45235	45235	Eukaryota	Tolypocladium capitatum	N/A	N/A	None
UP000236621_45235_additional	45235	Eukaryota	Tolypocladium capitatum	N/A	N/A	None
UP000236630_55188	55188	Eukaryota	Citrus unshiu	Satsuma mandarin	Citrus nobilis var. unshiu	CITUN
UP000236630_55188_additional	55188	Eukaryota	Citrus unshiu	Satsuma mandarin	Citrus nobilis var. unshiu	CITUN
UP000236664_42673	42673	Eukaryota	Gibberella nygamai	Bean root rot disease fungus	Fusarium nygamai	GIBNY
UP000237000_63057	63057	Eukaryota	Trema orientale	Charcoal tree	Celtis orientalis	TREOI
UP000237000_63057_additional	63057	Eukaryota	Trema orientale	Charcoal tree	Celtis orientalis	TREOI
UP000237105_3476	3476	Eukaryota	Parasponia andersonii	Sponia andersonii	N/A	PARAD
UP000237105_3476_additional	3476	Eukaryota	Parasponia andersonii	Sponia andersonii	N/A	PARAD
UP000237144_741276	741276	Eukaryota	Rhodotorula taiwanensis	N/A	N/A	None
UP000237246_9083	9083	Eukaryota	Bambusicola thoracicus	Chinese bamboo-partridge	Perdix thoracica	BAMTH
UP000237271_611791	611791	Eukaryota	Phytophthora palmivora var. palmivora	N/A	N/A	None
UP000237438_225359	225359	Eukaryota	Erysiphe pulchra	N/A	N/A	None
UP000237481_94208	94208	Eukaryota	Tolypocladium paradoxum	N/A	N/A	None
UP000237481_94208_additional	94208	Eukaryota	Tolypocladium paradoxum	N/A	N/A	None
UP000237631_357750	357750	Eukaryota	Cercospora berteroae	N/A	N/A	None
UP000238072_2070414	2070414	Eukaryota	Rutstroemia sp. NJR-2017a BBW	N/A	N/A	None
UP000238350_45607	45607	Eukaryota	Wickerhamiella sorbophila	N/A	N/A	None
UP000238479_74649	74649	Eukaryota	Rosa chinensis	China rose	N/A	ROSCH
UP000238611_2070413	2070413	Eukaryota	Rutstroemia sp. NJR-2017a BVV2	N/A	N/A	None
UP000238813_2070412	2070412	Eukaryota	Rutstroemia sp. NJR-2017a WRK4	N/A	N/A	None
UP000239156_27350	27350	Eukaryota	Puccinia striiformis	N/A	N/A	None
UP000239649_554055	554055	Eukaryota	Micractinium conductrix	N/A	N/A	None
UP000239649_554055_additional	554055	Eukaryota	Micractinium conductrix	N/A	N/A	None
UP000239757_3634	3634	Eukaryota	Gossypium barbadense	Sea-island cotton	Egyptian cotton	GOSBA
UP000239757_3634_additional	3634	Eukaryota	Gossypium barbadense	Sea-island cotton	Egyptian cotton	GOSBA
UP000239899_3076	3076	Eukaryota	Chlorella sorokiniana	Freshwater green alga	N/A	CHLSO
UP000239899_3076_additional	3076	Eukaryota	Chlorella sorokiniana	Freshwater green alga	N/A	CHLSO
UP000240080_9597	9597	Eukaryota	Pan paniscus	Pygmy chimpanzee	Bonobo	PANPA
UP000240080_9597_additional	9597	Eukaryota	Pan paniscus	Pygmy chimpanzee	Bonobo	PANPA
UP000240493_1042311	1042311	Eukaryota	Trichoderma asperellum CBS 433.97	N/A	N/A	None
UP000240493_1042311_additional	1042311	Eukaryota	Trichoderma asperellum CBS 433.97	N/A	N/A	None
UP000240760_983965	983965	Eukaryota	Trichoderma longibrachiatum ATCC 18648	N/A	N/A	None
UP000240760_983965_additional	983965	Eukaryota	Trichoderma longibrachiatum ATCC 18648	N/A	N/A	None
UP000240830_1246581	1246581	Eukaryota	Paramicrosporidium saccamoebae	N/A	N/A	None
UP000240883_1448308	1448308	Eukaryota	Corynespora cassiicola Philippines	N/A	N/A	None
UP000241107_418784	418784	Eukaryota	[Candida] pseudohaemulonii	N/A	N/A	None
UP000241394_1590841	1590841	Eukaryota	Actinidia chinensis var. chinensis	Chinese soft-hair kiwi	N/A	ACTCC
UP000241394_1590841_additional	1590841	Eukaryota	Actinidia chinensis var. chinensis	Chinese soft-hair kiwi	N/A	ACTCC
UP000241462_2025994	2025994	Eukaryota	Coniella lustricola	N/A	N/A	None
UP000241587_5516	5516	Eukaryota	Fusarium culmorum	N/A	N/A	FUSCU
UP000241690_983964	983964	Eukaryota	Trichoderma harzianum CBS 226.95	N/A	N/A	None
UP000241690_983964_additional	983964	Eukaryota	Trichoderma harzianum CBS 226.95	N/A	N/A	None
UP000241769_1890364	1890364	Eukaryota	Planoprotostelium fungivorum	N/A	N/A	None
UP000241818_857342	857342	Eukaryota	Amorphotheca resinae ATCC 22711	N/A	N/A	None
UP000241890_2315210	2315210	Eukaryota	Hondaea fermentalgiana	N/A	N/A	None
UP000242146_101127	101127	Eukaryota	Hesseltinella vesiculosa	N/A	N/A	None
UP000242180_13706	13706	Eukaryota	Syncephalastrum racemosum	Filamentous fungus	N/A	SYNRA
UP000242188_6573	6573	Eukaryota	Mizuhopecten yessoensis	Japanese scallop	Patinopecten yessoensis	MIZYE
UP000242254_1340429	1340429	Eukaryota	Rhizopus microsporus ATCC 52813	N/A	N/A	None
UP000242254_1340429_additional	1340429	Eukaryota	Rhizopus microsporus ATCC 52813	N/A	N/A	None
UP000242287_703135	703135	Eukaryota	Amanita thiersii Skay4041	N/A	N/A	None
UP000242381_58291	58291	Eukaryota	Rhizopus microsporus	N/A	N/A	RHIZD
UP000242450_46360	46360	Eukaryota	Cervus elaphus hippelaphus	European red deer	N/A	CEREH
UP000242457_94128	94128	Eukaryota	Apis cerana cerana	Oriental honeybee	N/A	APICC
UP000242474_763665	763665	Eukaryota	Coemansia reversa (strain ATCC 12441 / NRRL 1564)	N/A	N/A	COERN
UP000242519_503106	503106	Eukaryota	Marssonina coronariae	N/A	N/A	None
UP000242638_8081	8081	Eukaryota	Poecilia reticulata	Guppy	Acanthophacelus reticulatus	POERE
UP000242638_8081_additional	8081	Eukaryota	Poecilia reticulata	Guppy	Acanthophacelus reticulatus	POERE
UP000242691_3330	3330	Eukaryota	Picea glauca	White spruce	Pinus glauca	PICGL
UP000242715_3900	3900	Eukaryota	Trifolium subterraneum	Subterranean clover	N/A	TRISU
UP000242791_1658174	1658174	Eukaryota	Blastomyces percursus	N/A	N/A	None
UP000242875_1938954	1938954	Eukaryota	Bifiguratus adelaidae	N/A	N/A	None
UP000242877_392613	392613	Eukaryota	Ascosphaera apis ARSEF 7405	N/A	N/A	None
UP000242913_387005	387005	Eukaryota	Onchocerca flexuosa	N/A	N/A	None
UP000242942_36330	36330	Eukaryota	Plasmodium ovale (malaria parasite P. ovale)	N/A	N/A	None
UP000242955_1001833	1001833	Eukaryota	Hypoxylon sp. CI-4A	N/A	N/A	None
UP000243015_5551	5551	Eukaryota	Trichophyton rubrum	Athlete's foot fungus	Epidermophyton rubrum	TRIRU
UP000243081_2714763	2714763	Eukaryota	Cordyceps confragosa	Lecanicillium lecanii	N/A	CORDF
UP000243164_9764	9764	Eukaryota	Eschrichtius robustus	California gray whale	Eschrichtius gibbosus	ESCRO
UP000243217_74557	74557	Eukaryota	Thraustotheca clavata	N/A	N/A	None
UP000243308_1069443	1069443	Eukaryota	Podila verticillata NRRL 6337	N/A	N/A	None
UP000243308_1069443_additional	1069443	Eukaryota	Podila verticillata NRRL 6337	N/A	N/A	None
UP000243459_4686	4686	Eukaryota	Asparagus officinalis	Garden asparagus	N/A	ASPOF
UP000243498_1081105	1081105	Eukaryota	Metarhizium rileyi (strain RCEF 4871)	Nomuraea rileyi	N/A	METRR
UP000243515_519963	519963	Eukaryota	Elaphomyces granulatus	N/A	N/A	None
UP000243515_519963_additional	519963	Eukaryota	Elaphomyces granulatus	N/A	N/A	None
UP000243579_1202772	1202772	Eukaryota	Achlya hypogyna	N/A	N/A	None
UP000243723_40998	40998	Eukaryota	Elsinoe australis	N/A	N/A	None
UP000243732_1001832	1001832	Eukaryota	Daldinia sp. EC12	N/A	N/A	None
UP000243797_2082308	2082308	Eukaryota	Sphaceloma murrayae	N/A	N/A	None
UP000243839_35883	35883	Eukaryota	Ipomoea nil	Japanese morning glory	Pharbitis nil	IPONI
UP000243839_35883_additional	35883	Eukaryota	Ipomoea nil	Japanese morning glory	Pharbitis nil	IPONI
UP000243975_59895	59895	Eukaryota	Cynara cardunculus var. scolymus	Globe artichoke	Cynara scolymus	CYNCS
UP000244005_3197	3197	Eukaryota	Marchantia polymorpha	Liverwort	Marchantia aquatica	MARPO
UP000244005_3197_additional	3197	Eukaryota	Marchantia polymorpha	Liverwort	Marchantia aquatica	MARPO
UP000244309_45357	45357	Eukaryota	[Candida] haemuloni	N/A	N/A	None
UP000244336_1504633	1504633	Eukaryota	Panicum hallii var. hallii	N/A	N/A	None
UP000244336_1504633_additional	1504633	Eukaryota	Panicum hallii var. hallii	N/A	N/A	None
UP000244409_1485229	1485229	Eukaryota	Cadophora sp. DSE1049	N/A	N/A	None
UP000244722_42251	42251	Eukaryota	Tuber borchii	White truffle	N/A	TUBBO
UP000244855_97972	97972	Eukaryota	Periconia macrospinosa	N/A	N/A	None
UP000245037_6973	6973	Eukaryota	Blattella germanica	German cockroach	Blatta germanica	BLAGE
UP000245037_6973_additional	6973	Eukaryota	Blattella germanica	German cockroach	Blatta germanica	BLAGE
UP000245119_400727	400727	Eukaryota	Pomacea canaliculata	Golden apple snail	N/A	POMCA
UP000245207_35608	35608	Eukaryota	Artemisia annua	Sweet wormwood	N/A	ARTAN
UP000245207_35608_additional	35608	Eukaryota	Artemisia annua	Sweet wormwood	N/A	ARTAN
UP000245300_7757	7757	Eukaryota	Petromyzon marinus	Sea lamprey	N/A	PETMA
UP000245300_7757_additional	7757	Eukaryota	Petromyzon marinus	Sea lamprey	N/A	PETMA
UP000245320_9739	9739	Eukaryota	Tursiops truncatus	Atlantic bottle-nosed dolphin	Delphinus truncatus	TURTR
UP000245320_9739_additional	9739	Eukaryota	Tursiops truncatus	Atlantic bottle-nosed dolphin	Delphinus truncatus	TURTR
UP000245340_9708	9708	Eukaryota	Odobenus rosmarus divergens	Pacific walrus	N/A	ODORO
UP000245340_9708_additional	9708	Eukaryota	Odobenus rosmarus divergens	Pacific walrus	N/A	ODORO
UP000245341_9713	9713	Eukaryota	Leptonychotes weddellii	Weddell seal	Otaria weddellii	LEPWE
UP000245341_9713_additional	9713	Eukaryota	Leptonychotes weddellii	Weddell seal	Otaria weddellii	LEPWE
UP000245383_133385	133385	Eukaryota	Smittium simulii	N/A	N/A	None
UP000245609_133381	133381	Eukaryota	Smittium megazygosporum	N/A	N/A	None
UP000245699_61424	61424	Eukaryota	Furculomyces boomerangus	N/A	N/A	None
UP000245768_215250	215250	Eukaryota	Acaromyces ingoldii	N/A	N/A	None
UP000245771_1280837	1280837	Eukaryota	Meira miltonrushii	N/A	N/A	None
UP000245783_1522189	1522189	Eukaryota	Ceraceosorus guamensis	N/A	N/A	None
UP000245884_1569628	1569628	Eukaryota	Jaminaea rosea	N/A	N/A	None
UP000245910_56646	56646	Eukaryota	Fusarium venenatum	N/A	N/A	None
UP000245942_1684307	1684307	Eukaryota	Pseudomicrostroma glucosiphilum	N/A	N/A	None
UP000245946_58919	58919	Eukaryota	Tilletiopsis washingtonensis	N/A	N/A	None
UP000245946_58919_additional	58919	Eukaryota	Tilletiopsis washingtonensis	N/A	N/A	None
UP000246464_52904	52904	Eukaryota	Scophthalmus maximus	Turbot	Psetta maxima	SCOMX
UP000246464_52904_additional	52904	Eukaryota	Scophthalmus maximus	Turbot	Psetta maxima	SCOMX
UP000246702_1450535	1450535	Eukaryota	Aspergillus sclerotioniger CBS 115572	N/A	N/A	None
UP000246740_1882483	1882483	Eukaryota	Testicularia cyperi	N/A	N/A	None
UP000246991_42249	42249	Eukaryota	Tuber magnatum (white Piedmont truffle)	N/A	N/A	None
UP000247233_1448321	1448321	Eukaryota	Aspergillus heteromorphus CBS 117.55	N/A	N/A	None
UP000247409_448386	448386	Eukaryota	Gracilariopsis chorda	N/A	N/A	None
UP000247498_307507	307507	Eukaryota	Raphidocelis subcapitata	N/A	N/A	None
UP000247702_94130	94130	Eukaryota	Rhizophagus clarus	N/A	N/A	None
UP000247702_94130_additional	94130	Eukaryota	Rhizophagus clarus	N/A	N/A	None
UP000247810_1448320	1448320	Eukaryota	Aspergillus ellipticus CBS 707.79	N/A	N/A	None
UP000248340_1448315	1448315	Eukaryota	Aspergillus uvarum CBS 121591	N/A	N/A	None
UP000248349_1450539	1450539	Eukaryota	Aspergillus saccharolyticus JOP 1030-1	N/A	N/A	None
UP000248423_1448318	1448318	Eukaryota	Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362)	N/A	N/A	ASPSB
UP000248480_127582	127582	Eukaryota	Trichechus manatus latirostris (Florida manatee)	N/A	N/A	None
UP000248480_127582_additional	127582	Eukaryota	Trichechus manatus latirostris	N/A	N/A	None
UP000248482_391180	391180	Eukaryota	Enhydra lutris kenyoni	N/A	N/A	None
UP000248482_391180_additional	391180	Eukaryota	Enhydra lutris kenyoni	N/A	N/A	None
UP000248483_9749	9749	Eukaryota	Delphinapterus leucas	Beluga whale	N/A	DELLE
UP000248483_9749_additional	9749	Eukaryota	Delphinapterus leucas	Beluga whale	N/A	DELLE
UP000248484_9755	9755	Eukaryota	Physeter macrocephalus	Sperm whale	Physeter catodon	PHYMC
UP000248484_9755_additional	9755	Eukaryota	Physeter macrocephalus	Sperm whale	Physeter catodon	PHYMC
UP000248961_1450537	1450537	Eukaryota	Aspergillus homomorphus (strain CBS 101889)	N/A	N/A	ASPHC
UP000249056_38457	38457	Eukaryota	Monilinia fructigena	N/A	N/A	None
UP000249056_38457_additional	38457	Eukaryota	Monilinia fructigena	N/A	N/A	None
UP000249218_29058	29058	Eukaryota	Helicoverpa armigera	Cotton bollworm	Heliothis armigera	HELAM
UP000249293_4909	4909	Eukaryota	Pichia kudriavzevii	Yeast	Issatchenkia orientalis	PICKU
UP000249363_1196081	1196081	Eukaryota	Talaromyces amestolkiae	N/A	N/A	None
UP000249390_267555	267555	Eukaryota	Cuscuta australis	N/A	N/A	None
UP000249402_1448316	1448316	Eukaryota	Aspergillus ibericus CBS 121593	N/A	N/A	None
UP000249464_796604	796604	Eukaryota	Microbotryum silenes-dioicae	N/A	N/A	None
UP000249619_183478	183478	Eukaryota	Stemphylium lycopersici	N/A	N/A	None
UP000249723_289078	289078	Eukaryota	Microbotryum saponariae	N/A	N/A	None
UP000249829_1450538	1450538	Eukaryota	Aspergillus violaceofuscus (strain CBS 115571)	N/A	N/A	ASPV1
UP000249989_7160	7160	Eukaryota	Aedes albopictus	Asian tiger mosquito	Stegomyia albopicta	AEDAL
UP000250043_1052685	1052685	Eukaryota	Obba rivulosa	N/A	N/A	None
UP000250140_574774	574774	Eukaryota	Glonium stellatum	N/A	N/A	None
UP000250235_472368	472368	Eukaryota	Dorcoceras hygrometricum	N/A	N/A	None
UP000250266_1314670	1314670	Eukaryota	Lepidopterella palustris CBS 459.81	N/A	N/A	None
UP000250266_1314670_additional	1314670	Eukaryota	Lepidopterella palustris CBS 459.81	N/A	N/A	None
UP000250275_516756	516756	Eukaryota	Eufriesea mexicana	N/A	N/A	None
UP000250321_2094558	2094558	Eukaryota	Prunus yedoensis var. nudiflora	N/A	N/A	None
UP000250572_33528	33528	Eukaryota	Gambusia affinis	Western mosquitofish	Heterandria affinis	GAMAF
UP000251314_29920	29920	Eukaryota	Phytophthora cactorum	N/A	N/A	None
UP000251314_29920_additional	29920	Eukaryota	Phytophthora cactorum	N/A	N/A	None
UP000252139_86630	86630	Eukaryota	Rhizopus azygosporus	Rhizopus microsporus var. azygosporus	N/A	RHIAZ
UP000252519_29170	29170	Eukaryota	Ancylostoma caninum	Dog hookworm	N/A	ANCCA
UP000252748_2039875	2039875	Eukaryota	Ophiocordyceps camponoti-leonardi (nom. inval.)	N/A	N/A	None
UP000252748_2039875_additional	2039875	Eukaryota	Ophiocordyceps camponoti-leonardi (nom. inval.)	N/A	N/A	None
UP000253071_2039874	2039874	Eukaryota	Ophiocordyceps camponoti-saundersi (nom. inval.)	N/A	N/A	None
UP000253071_2039874_additional	2039874	Eukaryota	Ophiocordyceps camponoti-saundersi (nom. inval.)	N/A	N/A	None
UP000253472_5486	5486	Eukaryota	Candida viswanathii	N/A	N/A	None
UP000253551_4846	4846	Eukaryota	Rhizopus stolonifer	Rhizopus nigricans	N/A	RHIST
UP000253664_1330021	1330021	Eukaryota	Ophiocordyceps polyrhachis-furcata BCC 54312	N/A	N/A	None
UP000253664_1330021_additional	1330021	Eukaryota	Ophiocordyceps polyrhachis-furcata BCC 54312	N/A	N/A	None
UP000253729_1341132	1341132	Eukaryota	Aspergillus welwitschiae	N/A	N/A	None
UP000253843_287889	287889	Eukaryota	Trichoplax sp. H2	N/A	N/A	None
UP000254866_2656787	2656787	Eukaryota	Venustampulla echinocandica	N/A	N/A	None
UP000256645_1849047	1849047	Eukaryota	Coleophoma cylindrospora	N/A	N/A	None
UP000256690_1810919	1810919	Eukaryota	Aspergillus mulundensis	N/A	N/A	None
UP000256964_139420	139420	Eukaryota	Polyporus brumalis	N/A	N/A	None
UP000256970_3088	3088	Eukaryota	Tetradesmus obliquus	Green alga	Acutodesmus obliquus	TETOB
UP000256970_3088_additional	3088	Eukaryota	Tetradesmus obliquus	Green alga	Acutodesmus obliquus	TETOB
UP000257160_80972	80972	Eukaryota	Amphiprion ocellaris	Clown anemonefish	N/A	AMPOC
UP000257160_80972_additional	80972	Eukaryota	Amphiprion ocellaris	Clown anemonefish	N/A	AMPOC
UP000257200_80966	80966	Eukaryota	Acanthochromis polyacanthus (spiny chromis)	N/A	N/A	None
UP000257200_80966_additional	80966	Eukaryota	Acanthochromis polyacanthus	N/A	N/A	None
UP000261580_32507	32507	Eukaryota	Neolamprologus brichardi	Fairy cichlid	Lamprologus brichardi	NEOBR
UP000261580_32507_additional	32507	Eukaryota	Neolamprologus brichardi	Fairy cichlid	Lamprologus brichardi	NEOBR
UP000261620_94237	94237	Eukaryota	Mola mola	Ocean sunfish	Tetraodon mola	MOLML
UP000261620_94237_additional	94237	Eukaryota	Mola mola	Ocean sunfish	Tetraodon mola	MOLML
UP000261640_205130	205130	Eukaryota	Mastacembelus armatus (zig-zag eel)	N/A	N/A	None
UP000261640_205130_additional	205130	Eukaryota	Mastacembelus armatus	N/A	N/A	None
UP000261660_56723	56723	Eukaryota	Labrus bergylta (ballan wrasse)	N/A	N/A	None
UP000261660_56723_additional	56723	Eukaryota	Labrus bergylta	N/A	N/A	None
UP000261680_29073	29073	Eukaryota	Ursus maritimus	Polar bear	Thalarctos maritimus	URSMA
UP000261680_29073_additional	29073	Eukaryota	Ursus maritimus	Polar bear	Thalarctos maritimus	URSMA
UP000261681_310752	310752	Eukaryota	Balaenoptera acutorostrata scammoni	North Pacific minke whale	Balaenoptera davidsoni	BALAS
UP000261681_310752_additional	310752	Eukaryota	Balaenoptera acutorostrata scammoni	North Pacific minke whale	Balaenoptera davidsoni	BALAS
UP000262825_36035	36035	Eukaryota	Saccharomycodes ludwigii	N/A	N/A	None
UP000263633_1803374	1803374	Eukaryota	Rhizophagus sp. MUCL 43196	N/A	N/A	None
UP000263633_1803374_additional	1803374	Eukaryota	Rhizophagus sp. MUCL 43196	N/A	N/A	None
UP000264353_3711	3711	Eukaryota	Brassica campestris	Field mustard	N/A	BRACM
UP000264353_3711_additional	3711	Eukaryota	Brassica campestris	Field mustard	N/A	BRACM
UP000264800_37003	37003	Eukaryota	Kryptolebias marmoratus	Mangrove killifish	Rivulus marmoratus	KRYMA
UP000264800_37003_additional	37003	Eukaryota	Kryptolebias marmoratus	Mangrove killifish	Rivulus marmoratus	KRYMA
UP000264840_8153	8153	Eukaryota	Haplochromis burtoni	Burton's mouthbrooder	Chromis burtoni	HAPBU
UP000264840_8153_additional	8153	Eukaryota	Haplochromis burtoni	Burton's mouthbrooder	Chromis burtoni	HAPBU
UP000265020_28743	28743	Eukaryota	Cyprinodon variegatus	Sheepshead minnow	N/A	CYPVA
UP000265020_28743_additional	28743	Eukaryota	Cyprinodon variegatus	Sheepshead minnow	N/A	CYPVA
UP000265040_64144	64144	Eukaryota	Anabas testudineus	Climbing perch	Anthias testudineus	ANATE
UP000265040_64144_additional	64144	Eukaryota	Anabas testudineus	Climbing perch	Anthias testudineus	ANATE
UP000265080_161767	161767	Eukaryota	Amphiprion percula	Orange clownfish	Lutjanus percula	AMPPE
UP000265080_161767_additional	161767	Eukaryota	Amphiprion percula	Orange clownfish	Lutjanus percula	AMPPE
UP000265120_244447	244447	Eukaryota	Cynoglossus semilaevis	Tongue sole	N/A	CYNSE
UP000265120_244447_additional	244447	Eukaryota	Cynoglossus semilaevis	Tongue sole	N/A	CYNSE
UP000265140_8010	8010	Eukaryota	Esox lucius	Northern pike	N/A	ESOLU
UP000265140_8010_additional	8010	Eukaryota	Esox lucius	Northern pike	N/A	ESOLU
UP000265160_106582	106582	Eukaryota	Maylandia zebra (zebra mbuna)	N/A	N/A	None
UP000265160_106582_additional	106582	Eukaryota	Maylandia zebra	N/A	N/A	None
UP000265300_118797	118797	Eukaryota	Lipotes vexillifer	Yangtze river dolphin	N/A	LIPVE
UP000265300_118797_additional	118797	Eukaryota	Lipotes vexillifer	Yangtze river dolphin	N/A	LIPVE
UP000265515_69332	69332	Eukaryota	Chara braunii	Braun's stonewort	N/A	CHABU
UP000265515_69332_additional	69332	Eukaryota	Chara braunii	Braun's stonewort	N/A	CHABU
UP000265520_97028	97028	Eukaryota	Trifolium medium	N/A	N/A	None
UP000265618_797122	797122	Eukaryota	Kipferlia bialata	N/A	N/A	None
UP000265631_2675880	2675880	Eukaryota	Fusarium flagelliforme	N/A	N/A	None
UP000265663_1302712	1302712	Eukaryota	Pyrenophora seminiperda CCB06	N/A	N/A	None
UP000265703_658196	658196	Eukaryota	Glomus cerebriforme	N/A	N/A	None
UP000265703_658196_additional	658196	Eukaryota	Glomus cerebriforme	N/A	N/A	None
UP000265894_211228	211228	Eukaryota	Cephus cinctus	Wheat stem sawfly	N/A	CEPCN
UP000266152_5514	5514	Eukaryota	Fusarium sporotrichioides	N/A	N/A	FUSSP
UP000266188_2070753	2070753	Eukaryota	Aspergillus sclerotialis	N/A	N/A	None
UP000266234_694270	694270	Eukaryota	Fusarium longipes	N/A	N/A	None
UP000266272_490622	490622	Eukaryota	Trichoderma arundinaceum	N/A	N/A	TRIAR
UP000266453_1678846	1678846	Eukaryota	Alternaria sp. MG1	N/A	N/A	None
UP000266673_44941	44941	Eukaryota	Gigaspora rosea	N/A	N/A	None
UP000266673_44941_additional	44941	Eukaryota	Gigaspora rosea	N/A	N/A	None
UP000266841_159749	159749	Eukaryota	Thalassiosira oceanica	Marine diatom	N/A	THAOC
UP000266861_1348612	1348612	Eukaryota	Diversispora epigaea	N/A	N/A	None
UP000267027_334426	334426	Eukaryota	Angiostrongylus costaricensis	Nematode worm	N/A	ANGCS
UP000267029_53468	53468	Eukaryota	Mesocestoides corti	Flatworm	N/A	MESCO
UP000267096_6269	6269	Eukaryota	Anisakis simplex	Herring worm	N/A	ANISI
UP000267145_1051616	1051616	Eukaryota	Verticillium nonalfalfae	N/A	N/A	None
UP000267251_1907219	1907219	Eukaryota	Piptocephalis cylindrospora	N/A	N/A	None
UP000267821_1051890	1051890	Eukaryota	Terfezia boudieri ATCC MYA-4762	N/A	N/A	None
UP000268014_6290	6290	Eukaryota	Haemonchus placei	Barber's pole worm	N/A	HAEPC
UP000268093_994334	994334	Eukaryota	Jimgerdemannia flammicorona	N/A	N/A	None
UP000268093_994334_additional	994334	Eukaryota	Jimgerdemannia flammicorona	N/A	N/A	None
UP000268162_215637	215637	Eukaryota	Dimargaris cristalligena	N/A	N/A	None
UP000268321_27322	27322	Eukaryota	Metschnikowia bicuspidata	N/A	N/A	None
UP000268350_7266	7266	Eukaryota	Drosophila guanche	Fruit fly	N/A	DROGU
UP000268350_7266_additional	7266	Eukaryota	Drosophila guanche	Fruit fly	N/A	DROGU
UP000269221_333673	333673	Eukaryota	Hirundo rustica rustica	N/A	N/A	None
UP000269396_31246	31246	Eukaryota	Schistosoma mattheei	N/A	N/A	None
UP000269721_388810	388810	Eukaryota	Blyttiomyces helicus	N/A	N/A	None
UP000269793_425264	425264	Eukaryota	Malassezia restricta CBS 7877	N/A	N/A	None
UP000269945_48420	48420	Eukaryota	Gulo gulo	Wolverine	Gluton	GULGU
UP000269945_48420_additional	48420	Eukaryota	Gulo gulo	Wolverine	Gluton	GULGU
UP000270094_40348	40348	Eukaryota	Strongylus vulgaris	Blood worm	N/A	STRVU
UP000270296_241478	241478	Eukaryota	Soboliphyme baturini	N/A	N/A	None
UP000270924_6293	6293	Eukaryota	Wuchereria bancrofti	N/A	N/A	WUCBA
UP000271087_42157	42157	Eukaryota	Onchocerca ochengi	Filarial nematode worm	N/A	ONCOC
UP000271098_637853	637853	Eukaryota	Gongylonema pulchrum	N/A	N/A	None
UP000271162_27835	27835	Eukaryota	Nippostrongylus brasiliensis	Rat hookworm	N/A	NIPBR
UP000271241_78915	78915	Eukaryota	Thamnocephalis sphaerospora	N/A	N/A	None
UP000271889_71465	71465	Eukaryota	Cylicostephanus goldi	Nematode worm	N/A	CYLGO
UP000271974_188477	188477	Eukaryota	Elysia chlorotica	Eastern emerald elysia	Sea slug	ELYCH
UP000272025_1314773	1314773	Eukaryota	Sodiomyces alkalinus F11	N/A	N/A	None
UP000272025_1314773_additional	1314773	Eukaryota	Sodiomyces alkalinus F11	N/A	N/A	None
UP000272442_1960876	1960876	Eukaryota	Aspergillus sp. HF37	N/A	N/A	None
UP000272942_27848	27848	Eukaryota	Echinostoma caproni	N/A	N/A	None
UP000274131_51028	51028	Eukaryota	Enterobius vermicularis	Human pinworm	N/A	ENTVE
UP000274429_6205	6205	Eukaryota	Hydatigena taeniaeformis	Feline tapeworm	Taenia taeniaeformis	HYDTA
UP000274504_6216	6216	Eukaryota	Hymenolepis diminuta	Rat tapeworm	N/A	HYMDI
UP000274504_6216_additional	6216	Eukaryota	Hymenolepis diminuta	Rat tapeworm	N/A	HYMDI
UP000274756_318479	318479	Eukaryota	Dracunculus medinensis	Guinea worm	N/A	DRAME
UP000274840_2483409	2483409	Eukaryota	Nothophytophthora sp. Chile5	N/A	N/A	None
UP000274922_1555241	1555241	Eukaryota	Caulochytrium protostelioides	N/A	N/A	None
UP000275078_1160509	1160509	Eukaryota	Ascobolus immersus RN42	N/A	N/A	None
UP000275267_4540	4540	Eukaryota	Panicum miliaceum	Proso millet	Broomcorn millet	PANMI
UP000275385_177199	177199	Eukaryota	Coniochaeta pulveracea	N/A	N/A	None
UP000275385_177199_additional	177199	Eukaryota	Coniochaeta pulveracea	N/A	N/A	None
UP000275408_46731	46731	Eukaryota	Pocillopora damicornis	Cauliflower coral	Millepora damicornis	POCDA
UP000275772_2867405	2867405	Eukaryota	Blumeria hordei	Barley powdery mildew	Blumeria graminis f. sp. hordei	BLUHO
